Project_ID,Country,Year,Technology,Installed_Capacity_MW,Capacity_Factor_Percent,Annual_Generation_MWh,Capital_Cost_USD_per_kW,Estimated_Project_Cost_Million_USD,Lifecycle_Emissions_kgCO2e_per_MWh,Estimated_CO2_Avoided_tons_per_year,Estimated_Jobs,Grid_Connected,Storage_Included,Project_Status
RE-01958,South Africa,2018,Offshore Wind,145.61,46.86,597719.73,4695.77,683.75,17.56,199329.8,392,Yes,No,Construction
RE-01959,Australia,2015,Geothermal,1483.5,90.72,11789481.31,4250.24,6305.23,54.62,7840539.39,1330,Yes,No,Planned
RE-01960,Spain,2014,Hydroelectric,116.99,46.78,479416.6,4320.94,505.51,15.12,126351.42,174,Yes,Yes,Operational
RE-01961,South Korea,2012,Offshore Wind,714.42,38.25,2393807.09,3203.44,2288.6,19.86,787564.43,683,Yes,Yes,Operational
RE-01962,Germany,2016,Hydroelectric,817.38,64.77,4637693.15,3191.06,2608.31,21.86,3291008.22,1748,Yes,No,Construction
RE-01963,South Korea,2025,Offshore Wind,2.05,55.72,10006.2,4641.46,9.51,18.31,4753.24,2,No,No,Planned
RE-01964,Argentina,2012,Solar PV,417.72,19.37,708792.31,907.93,379.26,39.92,508998.48,1484,Yes,Yes,Operational
RE-01965,United States,2020,Solar PV,1025.96,22.57,2028458.35,724.08,742.88,23.04,1494745.59,3166,Yes,No,Operational
RE-01966,Australia,2012,Biogas,432.31,74.28,2813010.04,2020.13,873.32,31.84,922153.31,996,Yes,No,Construction
RE-01967,India,2019,Onshore Wind,1180.54,26.47,2737403.1,2152.22,2540.78,16.86,1409135.08,569,Yes,No,Construction
RE-01968,Italy,2024,Solar CSP,733.15,37.16,2386561.61,3470.89,2544.68,17.84,1404543.19,1161,Yes,No,Operational
RE-01969,Chile,2025,Solar CSP,1270.61,41.8,4652567.22,5393.65,6853.23,24.43,2048520.6,3702,No,Yes,Operational
RE-01970,Sweden,2017,Solar PV,1371.31,24.31,2920281.44,1237.27,1696.68,32.01,1592898.75,4249,Yes,No,Operational
RE-01971,Chile,2015,Biomass,1439.76,65.67,8282495.83,3479.01,5008.94,79.19,5949416.2,1419,Yes,No,Operational
RE-01972,Germany,2023,Onshore Wind,617.56,46.5,2515568.9,1972.4,1218.08,19.08,1851692.8,1463,Yes,No,Planned
RE-01973,Poland,2021,Onshore Wind,172.86,46.68,706853.58,1959.21,338.67,18.31,326827.09,364,Yes,Yes,Operational
RE-01974,China,2026,Geothermal,1488.36,70.29,9164433.82,3206.27,4772.08,33.59,3312675.69,739,Yes,No,Operational
RE-01975,Sweden,2016,Biomass,1478.43,70.76,9164160.72,3954.79,5846.88,59.41,6095029.47,4975,Yes,No,Operational
RE-01976,China,2016,Onshore Wind,461.02,36.14,1459526.62,2387.2,1100.55,9.32,472728.06,420,No,Yes,Operational
RE-01977,France,2021,Solar PV,1139.49,22.43,2238947.44,1584.4,1805.41,21.56,1254729.51,2943,Yes,No,Operational
RE-01978,Canada,2016,Onshore Wind,161.57,45.64,645967.2,1425.4,230.3,18.79,200287.91,636,Yes,Yes,Operational
RE-01979,Australia,2023,Biogas,118.02,59.18,611835.51,3523.0,415.78,83.99,387797.27,425,Yes,Yes,Planned
RE-01980,Sweden,2012,Hydroelectric,862.67,64.73,4891639.11,3303.29,2849.65,23.2,2470047.08,1154,Yes,No,Operational
RE-01981,Germany,2021,Onshore Wind,851.08,45.47,3389998.03,2085.0,1774.5,8.05,1449973.13,2521,Yes,Yes,Operational
RE-01982,South Africa,2020,Solar CSP,1394.12,36.45,4451453.04,3103.08,4326.07,44.66,2516834.37,5406,Yes,Yes,Construction
RE-01983,Spain,2025,Biogas,264.5,61.1,1415699.22,3011.63,796.58,89.98,919967.42,985,Yes,No,Operational
RE-01984,India,2013,Geothermal,902.61,82.13,6493907.07,3244.97,2928.94,46.37,4287310.18,1544,No,No,Operational
RE-01985,Sweden,2012,Onshore Wind,742.28,26.84,1745236.86,2033.94,1509.75,17.34,915785.41,2684,Yes,Yes,Operational
RE-01986,Sweden,2011,Biogas,609.27,73.98,3948464.41,3200.16,1949.76,64.35,1298714.24,870,Yes,No,Construction
RE-01987,Australia,2020,Hydroelectric,1008.53,47.61,4206211.53,1926.82,1943.26,10.23,1346623.16,635,Yes,Yes,Operational
RE-01988,Mexico,2018,Onshore Wind,405.46,29.65,1053117.48,1118.15,453.37,10.59,787886.93,653,Yes,No,Operational
RE-01989,South Korea,2019,Solar PV,601.58,28.35,1493999.87,1535.13,923.5,48.52,534623.56,1266,Yes,Yes,Construction
RE-01990,United Kingdom,2018,Onshore Wind,722.03,32.43,2051191.92,1574.23,1136.64,15.77,1123534.56,923,Yes,No,Operational
RE-01991,Japan,2020,Solar CSP,733.26,33.62,2159532.83,4380.92,3212.35,15.45,1115678.49,1618,Yes,Yes,Operational
RE-01992,Japan,2013,Solar PV,1297.83,17.85,2029364.86,1318.79,1711.57,20.2,1239079.41,2690,Yes,No,Operational
RE-01993,Italy,2024,Geothermal,58.93,74.68,385518.17,3766.09,221.94,38.85,97365.03,145,Yes,No,Operational
RE-01994,Poland,2010,Offshore Wind,694.72,37.73,2296152.42,5734.52,3983.89,23.05,1505663.58,2647,Yes,No,Operational
RE-01995,Norway,2026,Biogas,871.25,59.16,4515179.94,3532.9,3078.04,63.12,3272771.7,2763,Yes,No,Construction
RE-01996,Mexico,2016,Biogas,81.99,84.43,606403.62,3799.11,311.49,87.12,170509.8,112,Yes,Yes,Operational
RE-01997,Argentina,2015,Solar PV,1319.9,22.29,2577242.02,961.34,1268.87,40.97,789211.05,4002,Yes,No,Operational
RE-01998,Canada,2014,Hydroelectric,1420.6,44.58,5547738.48,3386.95,4811.5,15.65,4127177.22,4639,Yes,No,Operational
RE-01999,United States,2023,Offshore Wind,1495.98,52.12,6830213.84,6000.24,8976.24,16.54,2983430.54,4062,Yes,No,Operational
RE-02000,Chile,2017,Geothermal,1322.91,73.62,8531594.76,5283.12,6989.09,29.9,4963346.44,4864,Yes,No,Operational
RE-02001,South Africa,2016,Onshore Wind,1099.46,42.88,4129888.4,2127.07,2338.63,16.62,1510759.87,1584,Yes,No,Operational
RE-02002,Australia,2015,Biogas,1303.3,59.15,6753101.08,3723.3,4852.58,44.5,3177268.05,4515,Yes,Yes,Construction
RE-02003,Chile,2026,Solar CSP,197.45,35.42,612646.28,4080.87,805.77,27.32,382860.66,473,Yes,No,Planned
RE-02004,Canada,2015,Biomass,1169.59,76.44,7831743.06,2042.43,2388.81,86.47,4897986.21,1298,Yes,No,Operational
RE-02005,Japan,2024,Biomass,254.19,80.46,1791606.36,3900.85,991.56,73.08,931167.69,242,Yes,Yes,Planned
RE-02006,Norway,2015,Solar CSP,85.81,27.87,209497.56,5075.28,435.51,23.32,127763.96,63,No,No,Operational
RE-02007,Germany,2019,Biogas,545.79,75.38,3604008.56,1635.0,892.37,35.54,1241258.24,1466,Yes,No,Planned
RE-02008,Canada,2010,Biogas,215.7,62.25,1176233.67,1875.21,404.48,74.29,590510.07,405,Yes,Yes,Planned
RE-02009,Japan,2021,Onshore Wind,520.41,37.42,1705899.82,1437.28,747.97,19.8,798023.63,1888,Yes,No,Operational
RE-02010,Canada,2012,Biogas,1428.67,65.98,8257495.44,3745.75,5351.44,67.61,2498680.51,2716,Yes,Yes,Construction
RE-02011,Chile,2010,Biomass,1449.24,69.85,8867696.67,3122.35,4525.03,60.45,2596532.85,3648,Yes,No,Operational
RE-02012,Spain,2023,Onshore Wind,462.79,30.51,1236887.73,2100.62,972.15,7.15,475510.89,1069,Yes,No,Planned
RE-02013,Spain,2022,Onshore Wind,771.6,34.86,2356262.7,1147.54,885.44,17.68,1096502.05,1200,Yes,No,Operational
RE-02014,Australia,2012,Hydroelectric,170.16,63.94,953090.66,3215.93,547.22,33.35,674144.74,316,Yes,Yes,Operational
RE-02015,Italy,2016,Biomass,915.07,55.31,4433656.9,3190.97,2919.96,117.93,3011440.47,1131,Yes,Yes,Planned
RE-02016,South Africa,2017,Hydroelectric,364.6,37.42,1195155.88,3028.35,1104.14,17.82,352122.0,339,Yes,Yes,Planned
RE-02017,Sweden,2022,Biomass,804.97,69.28,4885304.97,4043.67,3255.03,49.11,3388906.4,464,Yes,No,Operational
RE-02018,Japan,2019,Biogas,876.52,50.67,3890602.31,3458.1,3031.09,31.6,2022929.23,1398,Yes,No,Operational
RE-02019,Australia,2022,Hydroelectric,1375.02,54.12,6518848.82,2830.37,3891.82,18.36,2379372.45,2819,Yes,No,Construction
RE-02020,Mexico,2025,Solar CSP,3.19,37.36,10440.03,4126.92,13.16,42.95,5414.4,3,Yes,No,Operational
RE-02021,France,2021,Biomass,319.58,63.4,1774896.19,1884.82,602.35,88.33,1093095.9,393,Yes,No,Operational
RE-02022,Argentina,2015,Biomass,248.98,86.64,1889674.54,4007.91,997.89,41.66,957554.81,338,Yes,Yes,Operational
RE-02023,Poland,2013,Biogas,490.48,64.31,2763146.55,2724.26,1336.2,58.81,1201969.81,1076,No,Yes,Operational
RE-02024,Brazil,2010,Offshore Wind,563.78,47.57,2349345.68,5611.29,3163.53,24.62,1167180.38,747,Yes,Yes,Operational
RE-02025,Australia,2024,Hydroelectric,606.29,49.49,2628463.59,2182.56,1323.26,5.74,1953319.68,632,Yes,No,Operational
RE-02026,Brazil,2014,Onshore Wind,740.68,35.09,2276764.4,2137.65,1583.31,11.05,1639629.1,1050,Yes,No,Planned
RE-02027,Sweden,2015,Onshore Wind,593.53,44.37,2306939.53,1211.92,719.31,10.83,1189868.77,2008,Yes,No,Operational
RE-02028,China,2018,Hydroelectric,191.43,55.65,933209.76,3537.89,677.26,12.2,486826.18,682,Yes,Yes,Operational
RE-02029,Argentina,2020,Onshore Wind,1017.22,34.24,3051074.08,1415.61,1439.99,16.31,1226777.66,677,Yes,No,Operational
RE-02030,Chile,2022,Offshore Wind,1248.46,41.7,4560524.5,6349.33,7926.88,13.53,3214070.58,4449,Yes,Yes,Planned
RE-02031,Argentina,2022,Offshore Wind,502.11,46.27,2035178.36,5167.69,2594.75,24.04,1302600.12,975,Yes,No,Planned
RE-02032,Norway,2024,Geothermal,1175.09,82.75,8518109.9,3644.55,4282.67,44.7,2528834.57,4609,No,No,Planned
RE-02033,United Kingdom,2018,Biogas,747.42,78.7,5152803.17,2279.82,1703.98,80.24,1805748.89,2664,Yes,No,Operational
RE-02034,Australia,2018,Hydroelectric,627.9,37.71,2074202.35,2091.14,1313.03,22.29,1152307.68,1654,Yes,Yes,Planned
RE-02035,Chile,2021,Onshore Wind,170.86,26.72,399927.22,1310.41,223.9,17.49,244572.7,461,Yes,Yes,Operational
RE-02036,France,2014,Geothermal,1484.52,83.87,10906786.25,4278.22,6351.1,47.38,3697752.28,2760,Yes,No,Operational
RE-02037,China,2017,Biogas,1358.47,75.39,8971558.67,3073.07,4174.67,41.71,3082675.71,2373,Yes,No,Planned
RE-02038,Brazil,2016,Onshore Wind,465.64,42.68,1740919.93,1312.61,611.2,8.89,768667.4,498,Yes,Yes,Planned
RE-02039,Japan,2010,Geothermal,849.59,84.08,6257576.98,4217.19,3582.88,35.22,1618323.51,484,No,No,Operational
RE-02040,South Africa,2026,Hydroelectric,1168.89,56.95,5831381.81,3415.15,3991.93,31.84,3152375.92,3230,Yes,No,Planned
RE-02041,Brazil,2026,Onshore Wind,881.12,30.11,2324073.83,2107.37,1856.85,11.19,1251634.03,627,No,Yes,Construction
RE-02042,South Korea,2012,Biomass,165.15,63.14,913455.22,2858.05,472.01,106.12,453727.49,147,Yes,No,Operational
RE-02043,China,2020,Solar PV,38.96,26.49,90407.62,1360.47,53.0,54.62,29731.12,100,Yes,Yes,Operational
RE-02044,Norway,2024,Biomass,746.91,85.68,5605983.79,4051.37,3026.01,96.52,4155146.1,2166,Yes,Yes,Planned
RE-02045,United States,2016,Solar CSP,1386.5,22.6,2744937.24,3096.36,4293.1,38.2,1849366.39,4883,Yes,No,Planned
RE-02046,Chile,2019,Solar PV,900.91,16.3,1286391.37,1372.55,1236.54,25.1,964782.26,659,Yes,No,Operational
RE-02047,Japan,2014,Biomass,894.62,75.81,5941132.06,3745.42,3350.73,84.32,2003548.09,3334,Yes,No,Planned
RE-02048,Brazil,2011,Solar CSP,358.67,33.24,1044383.91,3511.49,1259.47,36.93,533891.31,487,Yes,No,Planned
RE-02049,Mexico,2016,Hydroelectric,158.37,42.36,587669.26,3817.51,604.58,27.55,405391.66,611,Yes,Yes,Operational
RE-02050,Italy,2019,Hydroelectric,1153.27,57.06,5764569.35,2713.1,3128.94,31.46,4010678.9,4398,Yes,No,Planned
RE-02051,Brazil,2021,Biomass,648.95,82.8,4707016.06,3863.17,2507.0,84.77,3523544.87,842,Yes,No,Operational
RE-02052,United Kingdom,2014,Geothermal,565.86,71.42,3540241.98,2351.47,1330.6,44.0,1435406.25,269,Yes,Yes,Operational
RE-02053,United Kingdom,2026,Solar PV,852.97,20.3,1516819.49,1179.44,1006.03,24.51,911491.4,3318,Yes,No,Operational
RE-02054,Mexico,2011,Solar CSP,1006.06,33.61,2962078.07,3153.21,3172.32,39.7,896400.13,1606,Yes,No,Operational
RE-02055,South Korea,2021,Biogas,970.05,80.6,6849096.23,2965.04,2876.24,51.08,4335783.82,1293,Yes,No,Construction
RE-02056,Norway,2017,Biomass,129.45,69.74,790839.05,3992.01,516.77,119.73,382290.8,91,Yes,No,Operational
RE-02057,Brazil,2024,Onshore Wind,808.65,34.57,2448860.67,1616.34,1307.05,7.37,1247542.22,1707,Yes,No,Operational
RE-02058,South Korea,2010,Onshore Wind,546.47,34.15,1634786.86,2225.68,1216.27,11.66,767829.06,1794,Yes,No,Operational
RE-02059,India,2018,Biogas,65.35,56.91,325790.4,2896.0,189.25,37.16,155334.16,92,Yes,No,Operational
RE-02060,China,2013,Solar PV,219.93,15.46,297850.32,1541.36,338.99,56.87,135007.25,420,Yes,No,Operational
RE-02061,South Korea,2011,Geothermal,197.56,89.52,1549256.04,4487.21,886.49,26.99,512860.62,166,Yes,No,Planned
RE-02062,Argentina,2010,Geothermal,878.91,80.95,6232544.17,2533.24,2226.49,34.49,4196953.95,515,Yes,No,Planned
RE-02063,Germany,2018,Biogas,257.85,79.7,1800236.5,1967.52,507.33,42.99,561921.49,529,Yes,No,Retired
RE-02064,Poland,2013,Geothermal,907.01,74.38,5909794.17,2922.44,2650.68,38.07,3607572.99,1031,Yes,No,Operational
RE-02065,United Kingdom,2013,Solar CSP,211.94,27.05,502208.79,5106.75,1082.32,39.16,151078.0,151,Yes,No,Operational
RE-02066,South Korea,2014,Offshore Wind,163.19,57.31,819271.9,5638.27,920.11,20.44,589964.32,341,Yes,No,Planned
RE-02067,France,2024,Onshore Wind,733.33,41.84,2687789.38,1421.04,1042.09,10.0,1459818.44,1406,Yes,No,Operational
RE-02068,Brazil,2024,Solar CSP,362.47,35.24,1118953.59,5055.71,1832.54,20.32,734226.98,1173,Yes,No,Operational
RE-02069,Argentina,2023,Biogas,720.44,57.77,3645896.13,2565.73,1848.45,54.75,1832692.0,2616,Yes,No,Operational
RE-02070,United States,2013,Offshore Wind,1274.88,56.95,6360146.84,5323.89,6787.32,14.93,3319216.53,4328,Yes,Yes,Planned
RE-02071,Australia,2020,Biomass,49.39,58.58,253450.12,1922.94,94.97,115.63,117413.04,146,Yes,No,Planned
RE-02072,Italy,2018,Solar PV,1183.41,24.07,2495257.85,1168.48,1382.79,57.93,1242138.39,4275,Yes,No,Planned
RE-02073,Chile,2025,Solar CSP,728.1,30.39,1938321.61,4931.54,3590.65,25.05,1392840.52,948,Yes,No,Operational
RE-02074,United Kingdom,2022,Solar PV,1470.68,23.15,2982450.8,1592.72,2342.38,33.74,1362934.14,1709,Yes,Yes,Operational
RE-02075,Brazil,2017,Hydroelectric,1119.29,45.3,4441656.12,3457.62,3870.08,17.81,2280355.76,3572,Yes,Yes,Operational
RE-02076,Japan,2026,Biomass,1412.88,72.92,9025183.56,3131.1,4423.87,99.99,6731407.5,2731,Yes,No,Construction
RE-02077,Sweden,2012,Solar CSP,485.94,32.17,1369423.63,4694.4,2281.2,38.42,448987.02,573,Yes,No,Operational
RE-02078,United Kingdom,2021,Geothermal,1194.71,71.39,7471434.39,5154.29,6157.88,40.84,3762680.02,4229,Yes,No,Operational
RE-02079,Sweden,2026,Solar PV,50.11,22.85,100303.18,851.22,42.65,36.32,32495.56,55,Yes,No,Operational
RE-02080,United States,2014,Solar PV,1408.52,24.65,3041473.58,937.85,1320.98,37.55,1504414.24,3453,Yes,No,Retired
RE-02081,Norway,2022,Biogas,1482.79,69.28,8998945.75,3228.28,4786.86,72.96,5645700.25,723,Yes,Yes,Planned
RE-02082,India,2023,Solar CSP,215.78,29.38,555350.4,3229.36,696.83,39.9,393687.06,213,Yes,No,Construction
RE-02083,China,2024,Onshore Wind,537.18,29.82,1403238.79,1998.69,1073.66,8.79,940101.16,1674,Yes,No,Planned
RE-02084,Germany,2023,Onshore Wind,1185.2,29.47,3059679.13,2274.6,2695.86,15.92,998586.44,3630,Yes,No,Operational
RE-02085,South Korea,2022,Solar PV,1240.03,19.55,2123650.58,887.16,1100.11,55.52,1189981.3,2551,Yes,No,Operational
RE-02086,United States,2018,Biogas,1458.95,77.23,9870304.46,2115.41,3086.28,85.04,7083648.83,4787,Yes,Yes,Construction
RE-02087,United States,2025,Solar PV,323.31,21.37,605240.2,839.31,271.36,39.12,345752.28,150,Yes,No,Planned
RE-02088,Mexico,2012,Geothermal,77.92,82.4,562445.26,4225.53,329.25,25.67,411042.79,102,Yes,No,Planned
RE-02089,Germany,2019,Solar CSP,29.56,27.82,72038.67,3171.82,93.76,30.33,42595.45,53,Yes,Yes,Operational
RE-02090,Japan,2012,Hydroelectric,56.5,35.27,174565.34,1839.54,103.93,21.22,96018.42,130,Yes,No,Operational
RE-02091,India,2024,Geothermal,1471.18,83.52,10763670.74,3622.55,5329.42,46.67,3729999.03,2287,Yes,Yes,Operational
RE-02092,Poland,2012,Biogas,896.13,55.76,4377215.09,3330.75,2984.78,40.75,3169328.17,1093,Yes,No,Operational
RE-02093,Germany,2020,Biogas,344.59,64.98,1961491.74,2030.83,699.8,52.87,624264.69,557,Yes,No,Operational
RE-02094,Canada,2023,Solar CSP,39.59,24.99,86667.42,3940.53,156.01,27.0,63765.51,128,Yes,Yes,Operational
RE-02095,Sweden,2012,Biomass,794.6,57.53,4004488.41,1961.64,1558.72,45.04,2341451.69,373,Yes,Yes,Operational
RE-02096,Italy,2022,Biogas,630.6,67.02,3702222.33,2415.36,1523.13,45.93,976119.17,1777,Yes,No,Planned
RE-02097,Germany,2018,Solar PV,1322.77,21.1,2444955.16,1129.85,1494.53,45.32,875173.41,1564,Yes,Yes,Planned
RE-02098,Spain,2017,Hydroelectric,40.91,32.13,115144.8,4742.45,194.01,33.66,65696.09,43,Yes,Yes,Planned
RE-02099,India,2019,Geothermal,1169.71,79.01,8095885.75,5504.14,6438.25,32.17,3713477.82,2527,Yes,No,Planned
RE-02100,Germany,2024,Hydroelectric,487.53,40.33,1722398.64,1867.69,910.55,30.32,498835.7,781,Yes,No,Planned
RE-02101,Australia,2023,Onshore Wind,480.68,35.48,1493976.51,1421.15,683.12,19.01,462194.93,1839,Yes,No,Operational
RE-02102,Argentina,2020,Biomass,572.75,60.99,3060045.17,3815.17,2185.14,75.38,2120320.53,2040,Yes,Yes,Operational
RE-02103,Norway,2012,Onshore Wind,1034.46,41.96,3802360.48,2037.76,2107.98,13.11,2553696.14,2669,Yes,No,Operational
RE-02104,Japan,2014,Biogas,459.05,64.66,2600158.35,2710.62,1244.31,46.54,791018.61,513,Yes,No,Planned
RE-02105,India,2023,Geothermal,603.93,89.66,4743396.67,4390.43,2651.51,26.45,3498466.87,2260,Yes,Yes,Planned
RE-02106,Norway,2012,Solar PV,250.71,27.08,594736.27,1164.2,291.88,22.38,386110.93,811,Yes,No,Operational
RE-02107,Mexico,2015,Biogas,1010.16,58.07,5138615.23,2680.99,2708.23,85.58,3408833.45,2433,Yes,No,Operational
RE-02108,Spain,2026,Hydroelectric,287.09,32.91,827656.35,2735.67,785.38,22.93,535646.91,1057,Yes,No,Operational
RE-02109,South Korea,2013,Biogas,154.64,84.16,1140070.41,1906.23,294.78,74.18,466154.43,360,No,Yes,Planned
RE-02110,Argentina,2020,Biomass,1207.39,55.5,5870088.7,3245.12,3918.13,96.69,3929845.26,4139,Yes,No,Operational
RE-02111,United States,2013,Geothermal,3.21,75.89,21339.96,2650.07,8.51,42.0,6879.87,8,Yes,Yes,Operational
RE-02112,Norway,2014,Solar CSP,1408.48,41.82,5159870.7,3571.79,5030.79,43.39,2869717.48,5159,Yes,Yes,Operational
RE-02113,United States,2023,Offshore Wind,207.8,39.06,711020.12,4965.98,1031.93,24.28,379369.22,631,Yes,Yes,Operational
RE-02114,Spain,2012,Solar CSP,340.03,34.6,1030617.33,4536.38,1542.51,21.36,262081.49,226,Yes,No,Construction
RE-02115,China,2012,Onshore Wind,139.68,43.8,535935.4,2154.35,300.92,19.06,176664.0,318,Yes,No,Construction
RE-02116,United States,2023,Solar PV,1167.12,17.67,1806575.71,1458.52,1702.27,27.43,1165329.17,1030,Yes,No,Operational
RE-02117,United Kingdom,2014,Solar PV,517.45,18.75,849911.62,1269.76,657.04,21.78,230086.54,743,Yes,No,Operational
RE-02118,Australia,2016,Onshore Wind,1136.47,34.27,3411742.04,2216.61,2519.11,15.04,1825673.59,1735,Yes,Yes,Operational
RE-02119,United Kingdom,2011,Hydroelectric,668.28,51.57,3018976.28,2297.61,1535.45,10.89,1982346.96,882,Yes,No,Construction
RE-02120,Poland,2018,Solar PV,1260.79,24.56,2712534.21,1430.03,1802.97,46.29,1850298.0,3336,Yes,Yes,Operational
RE-02121,Brazil,2018,Solar CSP,1457.68,36.71,4687601.51,4826.33,7035.24,34.91,3289496.54,4442,Yes,No,Operational
RE-02122,Chile,2017,Onshore Wind,428.45,28.99,1088059.06,1382.5,592.33,18.91,458747.03,1447,Yes,No,Construction
RE-02123,Brazil,2025,Biomass,789.34,75.94,5250961.21,2774.21,2189.79,71.72,3283801.0,457,Yes,Yes,Construction
RE-02124,Brazil,2019,Solar PV,549.95,18.7,900884.09,1141.3,627.66,53.07,619598.39,659,Yes,No,Operational
RE-02125,Argentina,2011,Hydroelectric,719.89,57.66,3636175.91,2875.12,2069.77,6.15,2668712.31,2721,Yes,No,Construction
RE-02126,China,2021,Geothermal,695.81,75.7,4614138.77,5363.62,3732.06,42.38,1821574.71,1839,Yes,Yes,Construction
RE-02127,Mexico,2011,Biomass,937.8,87.96,7226026.59,4139.21,3881.75,109.43,4264646.09,1932,Yes,No,Operational
RE-02128,Italy,2011,Geothermal,618.57,78.82,4270998.22,3455.35,2137.38,23.99,2004266.81,509,Yes,Yes,Planned
RE-02129,Poland,2014,Solar CSP,1279.98,35.85,4019725.99,5262.93,6736.45,41.11,2414021.37,1210,Yes,No,Planned
RE-02130,United Kingdom,2023,Hydroelectric,1007.88,41.84,3694065.65,3970.21,4001.5,23.03,1867254.05,3590,Yes,No,Construction
RE-02131,Canada,2014,Solar PV,633.11,15.1,837452.58,1237.82,783.68,55.52,258696.82,554,Yes,Yes,Construction
RE-02132,France,2013,Offshore Wind,1267.13,44.86,4979486.38,5076.52,6432.61,14.76,1882304.35,2656,Yes,No,Operational
RE-02133,Japan,2019,Offshore Wind,954.31,36.97,3090601.65,5867.93,5599.82,12.69,2124652.56,2280,Yes,Yes,Construction
RE-02134,Japan,2026,Solar CSP,863.72,25.96,1964182.2,3812.01,3292.51,30.84,1144903.24,2316,Yes,No,Planned
RE-02135,Norway,2021,Solar CSP,408.96,30.33,1086569.1,3798.27,1553.34,39.5,710713.97,1438,Yes,No,Operational
RE-02136,United States,2014,Solar CSP,159.16,33.34,464840.15,3764.94,599.23,20.85,238998.39,513,Yes,No,Planned
RE-02137,United Kingdom,2020,Solar CSP,1255.77,29.18,3209959.09,5057.44,6350.98,41.87,1904160.67,2450,Yes,Yes,Operational
RE-02138,France,2024,Onshore Wind,64.96,45.25,257494.94,1944.95,126.34,17.97,121591.26,78,Yes,No,Operational
RE-02139,United States,2021,Biomass,339.31,66.65,1981075.01,1808.23,613.55,75.72,622407.03,1185,Yes,Yes,Retired
RE-02140,Norway,2026,Solar PV,965.72,22.3,1886514.71,1481.25,1430.47,25.77,1219492.02,3192,Yes,Yes,Operational
RE-02141,Italy,2011,Geothermal,424.27,80.09,2976629.1,2797.43,1186.87,43.17,1480964.26,1146,Yes,No,Planned
RE-02142,Germany,2017,Offshore Wind,963.75,54.18,4574119.41,5098.02,4913.22,11.84,1422458.93,2435,Yes,No,Construction
RE-02143,Australia,2010,Biomass,1160.99,74.95,7622619.16,4468.09,5187.41,99.99,3545307.46,3290,Yes,No,Operational
RE-02144,Canada,2014,Hydroelectric,1099.8,43.44,4185117.33,4218.28,4639.26,19.14,2740811.11,3368,Yes,No,Planned
RE-02145,South Africa,2016,Solar PV,1189.92,21.83,2275493.54,911.58,1084.71,45.16,1102601.11,1607,Yes,No,Construction
RE-02146,Brazil,2020,Offshore Wind,1147.12,48.84,4907819.85,5473.44,6278.69,17.94,1375336.07,1298,Yes,No,Construction
RE-02147,Italy,2010,Biomass,1207.92,69.49,7353000.41,3672.89,4436.56,58.13,4667422.29,4754,Yes,No,Operational
RE-02148,Argentina,2020,Onshore Wind,1097.72,31.54,3032894.98,1162.13,1275.69,18.36,1651334.36,3436,Yes,No,Construction
RE-02149,Spain,2010,Solar CSP,468.52,33.8,1387231.5,5331.92,2498.11,26.81,1023285.01,1461,Yes,Yes,Operational
RE-02150,Canada,2024,Offshore Wind,644.18,40.47,2283728.9,6338.26,4082.98,14.18,1129593.66,1128,Yes,No,Planned
RE-02151,South Korea,2020,Solar CSP,656.69,38.05,2188865.97,2512.45,1649.9,39.8,612374.2,2320,Yes,Yes,Operational
RE-02152,Japan,2017,Biogas,817.98,62.6,4485606.0,2729.67,2232.82,30.25,2234535.23,409,Yes,No,Operational
RE-02153,Germany,2010,Geothermal,1383.26,83.91,10167674.76,4658.42,6443.81,46.17,5727402.5,2610,Yes,No,Operational
RE-02154,Australia,2021,Geothermal,764.84,75.85,5081948.79,4630.6,3541.67,18.61,2373318.41,2690,Yes,No,Operational
RE-02155,Australia,2017,Geothermal,17.95,85.0,133655.7,4392.63,78.85,15.21,42572.25,7,Yes,No,Operational
RE-02156,France,2013,Onshore Wind,299.88,37.04,973021.84,2158.32,647.24,10.79,395326.82,705,Yes,Yes,Operational
RE-02157,Italy,2016,Solar CSP,1227.53,38.68,4159323.37,3708.64,4552.47,28.43,3029846.89,2714,Yes,Yes,Operational
RE-02158,Brazil,2026,Biogas,1209.41,60.74,6435057.75,3221.9,3896.6,60.11,4266434.61,3752,Yes,Yes,Operational
RE-02159,Sweden,2023,Biogas,1071.33,69.23,6497132.21,3540.1,3792.62,53.27,1805096.86,3786,Yes,No,Operational
RE-02160,United Kingdom,2016,Hydroelectric,614.95,35.16,1894055.84,4173.13,2566.27,12.69,759261.78,1030,Yes,No,Construction
RE-02161,Poland,2021,Biomass,636.1,70.9,3950715.32,2178.87,1385.98,79.33,2720179.5,1308,Yes,No,Construction
RE-02162,Sweden,2025,Biogas,994.62,50.78,4424396.0,3381.09,3362.9,57.48,2265702.64,580,Yes,No,Operational
RE-02163,Italy,2016,Solar PV,284.62,24.12,601377.01,1366.63,388.97,56.85,319350.32,396,Yes,No,Retired
RE-02164,Canada,2013,Solar PV,583.16,24.68,1260773.26,1217.11,709.77,46.07,607193.74,793,Yes,No,Construction
RE-02165,Canada,2012,Onshore Wind,744.73,47.06,3070116.66,1791.33,1334.06,10.08,2204113.96,952,Yes,No,Operational
